Index,Indicator Name,CSV Status,CSV Error Reason,Pine Script Status,Source URL,Last Updated
1086,Rising & Falling Window Signals [LuxAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T22:34:44.939Z
1087,AsianRange and KillZones,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T22:36:58.506Z
1088,Liquidity Entry Zones,OK,,OK,https://www.tradingview.com/v/z3UjniQ6/,2026-07-08T22:39:22.883Z
1089,Madrid Trend Squeeze,OK,,OK,https://www.tradingview.com/v/9bUUSzM3/,2026-07-08T22:42:10.464Z
1090,Price Action Volumetric Order Blocks [UAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T22:43:10.587Z
1091,Double RSI Simple Scalper @DaviddTech,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T22:44:18.328Z
1092,High Probability Order Blocks [AlgoAlpha],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T22:45:21.891Z
1093,SMT Divergence ICT 01 [TradingFinder] Smart Money Technique,OK,,OK,https://www.tradingview.com/v/l3AfMB1k/,2026-07-08T22:48:09.768Z
1094,Support Resistance Ultimate,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T22:50:20.326Z
1095,Trading Psychology - Fear & Greed Index by DGT,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T22:51:24.597Z
1096,Tick Data Detailed,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T22:52:28.888Z
1097,Breakout Volume Delta | Flux Charts,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T22:54:09.478Z
1098,Inside Bar v2,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T22:55:08.872Z
1099,RankDelta - Ranks - v1.0,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T22:56:08.513Z
1100,Bjorgum TSI,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T22:57:08.921Z
1101,Fibonacci Optimal Entry Zone [OTE] (Zeiierman),REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T22:57:54.296Z
1102,High & Low Of Custom Session - OpeningRange Breakout (Expo),REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T22:58:48.309Z
1103,Future Swing [BigBeluga],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T22:59:47.807Z
1104,Support-Resistance breakout,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T23:01:05.214Z
1105,"Bill Williams. Alligator, Fractals & Res/Sup combined (by vlkvr)",REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T23:02:07.918Z
1106,Bjorgum Triple EMA Strat,OK,,OK,https://www.tradingview.com/v/pr3d5mum/,2026-07-08T23:04:45.839Z
1107,HTF Fair Value Gap [LuxAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T23:05:41.087Z
1108,Stochastic Momentum Index (SMI) of Money Flow Index (MFI),REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T23:06:42.202Z
1109,Lucid SAR,OK,,OK,https://www.tradingview.com/v/OkACQQgL/,2026-07-08T23:09:18.409Z
1110,Supply and Demand - Order Block - Energy Candles,REJECTED,Null/empty/NaN value found in indicator columns at row 300,SKIP,,2026-07-08T23:41:14.334Z
1111,Weekly Opening Gap (cryptonnnite),REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T23:42:04.900Z
1112,Volumetric Order Flow Structure [LuxAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T23:42:54.827Z
1113,Statistical Trailing Stop [LuxAlgo],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T23:43:49.041Z
1114,Realtime Delta Volume Action [LucF],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T23:44:44.353Z
1115,KINSKI Buy-Sell Signal,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T23:45:37.882Z
1116,Liquidity Hunter [ChartPrime],OK,,OK,https://www.tradingview.com/v/E9z8Isgd/,2026-07-08T23:48:02.949Z
1117,ICT Setup 04 [TradingFinder] SFP Sweep Liquidity Fake CHoCH/BOS,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T23:48:56.880Z
1118,Average True Range Trailing Stops Colored,OK,,OK,https://www.tradingview.com/v/VP32b3aR/,2026-07-08T23:51:27.346Z
1119,FVG Trailing Stop [LuxAlgo],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T23:52:12.761Z
1120,Institutional Supply and Demand Zones,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-08T23:52:59.170Z
1121,SUPER SUPERTREND THREE LINE PROFIT STRATEGY,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T23:53:46.540Z
1122,MACD + RSI,OK,,OK,https://www.tradingview.com/v/6e7nAHs3/,2026-07-08T23:55:52.616Z
1123,OptionsMillionaire SPY Moving Averages and Signals,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T23:56:38.053Z
1124,CM_Pivot Points Daily To Intraday,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-08T23:57:25.350Z
1125,TradingView Alerts (Expo),OK,,OK,https://www.tradingview.com/v/a0LJc0Tx/,2026-07-08T23:59:30.238Z
1126,Multiple Moving Averages using only 1 Indicator!,OK,,OK,https://www.tradingview.com/v/7Bbkv1Ue/,2026-07-09T00:01:34.720Z
1127,[JL] Supertrend Zone Pivot Point with zigzag fib,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:02:19.754Z
1128,RSI Primed [ChartPrime],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:03:06.583Z
1129,Reversal and Breakout Signals [AlgoAlpha],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:03:54.084Z
1130,Sessions,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:05:24.294Z
1131,Rsi_Snabbel,OK,,OK,https://www.tradingview.com/v/hpkX8Bcy/,2026-07-09T00:07:30.938Z
1132,Market Structure Patterns (Nephew_Sam_),REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:08:16.011Z
1133,Fibonacci Bands [BigBeluga],OK,,OK,https://www.tradingview.com/v/KMzbEIJy/,2026-07-09T00:10:24.237Z
1134,RedK Slow_Smooth Average (RSS_WMA),REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:11:09.465Z
1135,Quasimodo Pattern by EmreKb,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:11:55.171Z
1136,Three Step Future-Trend [BigBeluga],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:12:42.228Z
1137,Cumulative Volume Delta,OK,,OK,Not Available,2026-07-09T00:14:16.900Z
1138,IMGBasic - HTF Structure / Order Blocks / Breakers - V1.0,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:15:01.535Z
1139,Trend Line Methods (TLM),REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:15:47.818Z
1140,Mutanabby_AI | Ultimate Algo | Remastered+,OK,,OK,https://www.tradingview.com/v/mZPs2LXx/,2026-07-09T00:17:52.262Z
1141,ATR Trailing Stop by ceyhun,OK,,OK,https://www.tradingview.com/v/3h4LO8zH/,2026-07-09T00:20:05.980Z
1142,Consecutive Candles | Multi Timeframe,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:20:52.248Z
1143,Sonarlab - Smart Money Concepts,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:22:07.572Z
1144,Zero Lag Signals For Loop [QuantAlgo],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:22:53.155Z
1145,Super Pivots,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:23:39.158Z
1146,ADX Volatility Waves [BOSWaves],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:24:26.615Z
1147,Indicator: Premier Stochastic Oscillator,OK,,OK,https://www.tradingview.com/v/xewuyTA1/,2026-07-09T00:26:33.235Z
1148,FVG Channel [LuxAlgo],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:27:19.695Z
1149,Market Bias (CEREBR),OK,,OK,https://www.tradingview.com/v/mSAccJBe/,2026-07-09T00:29:32.147Z
1150,AR Forecast Scatterplot [SS],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:30:19.627Z
1151,Oscillator Workbench — Chart [LucF],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:31:58.201Z
1152,Larsson Line,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:33:14.823Z
1153,Liquidity Levels/Voids (VP) [LuxAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:34:52.274Z
1154,Swing High/Low & HigherLow/LowerHigh,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:35:39.143Z
1155,Bollinger Bands Regression Forecast [BigBeluga],OK,,OK,https://www.tradingview.com/v/HQFrNtJg/,2026-07-09T00:37:43.896Z
1156,VWAP Supply & Demand Zones PRO,FAIL,Download failed: Could not find Table view,SKIP,,2026-07-09T00:39:55.779Z
1157,CRT MTF + HTF Candles - Milana Trades,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:40:45.078Z
1158,True Williams Alligator (SMMA),REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:41:32.096Z
1159,Easy Footprint,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:42:18.156Z
1160,Higher Time Frame Chart Overlay,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:43:05.414Z
1161,Triangular Moving Average (TMA) bands,OK,,OK,https://www.tradingview.com/v/kPV0Kl8w/,2026-07-09T00:45:11.269Z
1162,MACD + RSI + ADX Strategy (ChatGPT-powered) by TradeSmart,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:46:02.930Z
1163,RS: Footprint,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:46:50.377Z
1164,Long Tail Candle by Oliver Velez,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:47:37.589Z
1165,Bull vs Bear Power by DGT,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:48:24.729Z
1166,TPG.Buy sell RSI Scapl XAU,OK,,OK,https://www.tradingview.com/v/UIsbTtzD/,2026-07-09T00:50:30.081Z
1167,Auto Fibo on Indicators,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:51:16.987Z
1168,Simple Reversal Point,OK,,OK,https://www.tradingview.com/v/QJ5VgF0D/,2026-07-09T00:53:24.027Z
1169,Auto Pattern Detector Targets [MarkitTick],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:54:09.279Z
1170,Elliott Wave [BigBeluga],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:54:55.937Z
1171,Volume Delta Trailing Stop [LuxAlgo],REJECTED,Null/empty/NaN value found in indicator columns at row 9,SKIP,,2026-07-09T00:55:43.940Z
1172,Volatility Stop MTF,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:56:30.478Z
1173,B-Xtrender @Puppytherapy,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T00:57:18.243Z
1174,VWAP Bands - Event Based [LuxAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T00:58:04.145Z
1175,Multi-Timeframe Trend Indicator,OK,,OK,https://www.tradingview.com/v/xQSGzY4E/,2026-07-09T01:00:11.730Z
1176,Uptrick: Volatility Weighted Cloud,OK,,OK,https://www.tradingview.com/v/282PpvrU/,2026-07-09T01:02:15.430Z
1177,Delta Volume Columns Pro [LucF],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T01:03:02.378Z
1178,Market Structure Volume Distribution [LuxAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T01:03:50.572Z
1179,Custom Pattern Detection,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T01:04:38.200Z
1180,RSI Trail [UAlgo],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T01:05:25.437Z
1181,Stochastic Z-Score [AlgoAlpha],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T01:06:12.688Z
1182,Adaptive SuperTrend - Multi-Method,FAIL,Script extraction failed: No legend items found on chart legend.,FAIL,,2026-07-09T01:08:28.385Z
1183,CISD with Alerts [neo|],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T01:09:14.046Z
1184,AWESOME OSCILLATOR V2 by KIVANCfr3762,OK,,OK,https://www.tradingview.com/v/hmepisnj/,2026-07-09T01:11:24.204Z
1185,Bullish and Bearish Engulfing Patterns auto detection,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T01:12:09.115Z
1186,Bitcoin Power Law Corridor,OK,,OK,https://www.tradingview.com/v/UsGwzxD4/,2026-07-09T01:14:16.135Z
1187,ICT Session Killzone Boxes & Deviations,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T01:15:01.474Z
1188,Session Liquidity,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T01:15:47.548Z
1189,RSI Volatility Suppression Zones [BigBeluga],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T01:16:33.711Z
1190,Scalping EMA ADX RSI with Buy/Sell Alerts,OK,,OK,https://www.tradingview.com/v/PBZoZxX0/,2026-07-09T01:18:37.927Z
1191,WaveTrend 3D,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T01:19:23.163Z
1192,Chop and explode,OK,,OK,https://www.tradingview.com/v/5X5mhe3z/,2026-07-09T01:21:28.151Z
1193,Auto Support Resistance [Free],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T01:22:13.654Z
1194,Volumatic Trend [ChartPrime],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T01:23:00.016Z
1195,RSI Trend,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T01:23:45.947Z
1196,Darvas Box MTF Trend Tracker [LevelUp],FAIL,Script extraction failed: Source code button not found.,FAIL,,2026-07-09T01:25:47.895Z
1197,Breakout Detector (Previous MTF High Low Levels) [LuxAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T01:26:34.408Z
1198,Institutional Order Flow Strength Classifier [LuxAlgo],OK,,OK,https://www.tradingview.com/v/gesy3qTZ/,2026-07-09T01:28:39.048Z
1199,MMXM ICT [TradingFinder] Market Maker Model PO3 CHoCH/CSID + FVG,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T01:29:23.921Z
1200,Flag Finder,OK,,OK,https://www.tradingview.com/v/DU228Vjm/,2026-07-09T01:31:28.543Z
1201,Historical Price Projection [LuxAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T01:32:13.415Z
1202,WaveTrend [LazyBear] vX by DGT,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T01:32:59.868Z
1203,Simple Turnover with TOMCAP,FAIL,Script extraction failed: Source code button not found.,FAIL,,2026-07-09T01:35:00.249Z
1204,SSL channel,OK,,OK,https://www.tradingview.com/v/xzIoaIJC/,2026-07-09T01:37:04.199Z
1205,Automatic Daily Fibonacci v0.3 by JustUncleL,OK,,OK,https://www.tradingview.com/v/nE3WoDJy/,2026-07-09T01:39:08.334Z
1206,Tweezers and Kangaroo Tail,OK,,OK,https://www.tradingview.com/v/EpnYFobI/,2026-07-09T01:41:12.934Z
1207,🔥 SMC Reversal Engine v3.5 – Clean FVG + Dashboard,REJECTED,Null/empty/NaN value found in indicator columns at row 301,SKIP,,2026-07-09T01:42:41.486Z
1208,Supertrended RSI [AlgoAlpha],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T01:43:27.310Z
1209,5 min bot scalper,FAIL,Script extraction failed: Source code button not found.,FAIL,,2026-07-09T01:45:27.046Z
1210,FVG Detector [TradingFinder] Fair Value Gap-Imbalance-Mitigated,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T01:46:12.642Z
1211,Smart Money Setup 06 [TradingFinder] Liquidity Sweeps + OB Swing,REJECTED,Null/empty/NaN value found in indicator columns at row 300,SKIP,,2026-07-09T01:46:57.846Z
1212,RS: Market Profile,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T01:47:43.231Z
1213,Daily Profile (Nephew_Sam_),REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T01:48:29.095Z
1214,80 Level Finder SIMPLE,FAIL,Script extraction failed: Source code button not found.,FAIL,,2026-07-09T01:50:34.164Z
1215,Williams Vix Fix Bottoms and Tops,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T01:51:21.678Z
1216,Kaufman Moving Average Adaptive (KAMA),FAIL,Download failed: Could not find Table view,SKIP,,2026-07-09T01:53:29.463Z
1217,Parabolic SAR [with Algorithm and Alerts],OK,,OK,https://www.tradingview.com/v/idpMOtsh/,2026-07-09T01:56:57.488Z
1218,Daily Single Trade [SMRT Algo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T04:47:39.616Z
1219,Normalized Smoothed MACD,OK,,OK,https://www.tradingview.com/v/TnOyxqKO/,2026-07-09T04:50:06.902Z
1220,Base Finder,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T04:51:01.429Z
1221,TrendMaster Pro 2.3 with Alerts,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T04:52:10.978Z
1222,Trend Pivots Profile [BigBeluga],OK,,OK,https://www.tradingview.com/v/YNtbyDfo/,2026-07-09T04:54:28.089Z
1223,Fibonacci Progression with Breaks [LuxAlgo],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T04:55:15.878Z
1224,GOLD SUPER TREND ARROW SIGNALS STRATEGY WITH PERFORMANCE,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T04:56:22.312Z
1225,Trendline Pivots [QuantVue],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T04:57:24.904Z
1226,kyle algo v1,OK,,OK,https://www.tradingview.com/v/nXCvvrvj/,2026-07-09T05:00:55.802Z
1227,Long Wick Detector [LuxAlgo],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T05:04:24.462Z
1228,VWAP Trendfollow Strategy [wbburgin],OK,,OK,https://www.tradingview.com/v/XoR8rQaW/,2026-07-09T05:07:08.802Z
1229,Liquidity Channels [TFO],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T05:08:16.927Z
1230,CRT TBS,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T05:09:28.788Z
1231,{INDYAN} RSI + MACD,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T05:10:43.418Z
1232,Custom Indicator for Donchian Channels!!! System Rules Included!,OK,,OK,https://www.tradingview.com/v/Yrkdw0gR/,2026-07-09T05:13:34.594Z
1233,Wedge Maker,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T05:14:45.218Z
1234,Machine Learning Key Levels [AlgoAlpha],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T05:15:58.225Z
1235,Position -/ lot size calculator - Sonarlab,FAIL,Download failed: CSV verification failed: 'Volume' column is missing or CSV is invalid.,SKIP,,2026-07-09T05:19:44.681Z
1236,G-Channel Trend Detection,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T05:20:53.675Z
1237,Nadaraya-Watson: Rational Quadratic Kernel (Non-Repainting),OK,,OK,https://www.tradingview.com/v/AWNvbPRM/,2026-07-09T05:23:44.813Z
1238,Range Oscillator (Zeiierman),REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T05:24:58.872Z
1239,Pivot Order Blocks,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T05:27:30.511Z
1240,BEST Engulfing + Breakout Strategy,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T05:30:02.456Z
1241,ORB + VWAP + RSI + TP Levels + Order Flow (ES/NAS100),REJECTED,Null/empty/NaN value found in indicator columns at row 18,SKIP,,2026-07-09T05:31:19.841Z
1242,Range Box (Nephew_Sam_),REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T05:32:36.718Z
1243,ATR Fibonacci Trend Envelopes [BigBeluga],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T05:33:50.010Z
1244,Vilarso PRO,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T05:35:29.644Z
1245,Detrended Rhythm Oscillator (DRO),OK,,OK,https://www.tradingview.com/v/nzvqcuSh/,2026-07-09T05:38:25.449Z
1246,Stoch+RSI With Color Combination.,OK,,OK,https://www.tradingview.com/v/5gmbUNQV/,2026-07-09T05:41:21.245Z
1247,Market Structure [TFO],REJECTED,Null/empty/NaN value found in indicator columns at row 299,SKIP,,2026-07-09T05:42:38.985Z
1248,iFVG (BPR),REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T05:45:10.556Z
1249,Regression Channel [DW],OK,,OK,https://www.tradingview.com/v/xnMdv0lA/,2026-07-09T05:50:24.559Z
1250,Momentum Bias Index [AlgoAlpha],REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T05:51:52.642Z
1251,Ichimoku Cloud ALERT,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T05:53:44.234Z
1252,Relative Volume RVOL Alerts,OK,,OK,https://www.tradingview.com/v/RAFaln44/,2026-07-09T05:58:01.138Z
1253,[STRATEGY][RS]MicuRobert EMA cross V2,OK,,OK,https://www.tradingview.com/v/6YthKHw1/,2026-07-09T06:01:57.351Z
1254,Faith Indicator,OK,,OK,https://www.tradingview.com/v/ev2TidhJ/,2026-07-09T06:06:34.587Z
1255,Candlestick Channels [LuxAlgo],OK,,OK,https://www.tradingview.com/v/pzUpBSIm/,2026-07-09T06:11:17.664Z
1256,Fractals,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T06:13:59.846Z
1257,Industry Group Strength,REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T06:15:24.612Z
1258,ICT Propulsion Block [LuxAlgo],REJECTED,No indicator columns found (only OHLCV columns present),SKIP,,2026-07-09T06:16:43.890Z
1259,Philakone 55 EMA Swing Trading Strategy,OK,,OK,https://www.tradingview.com/v/tOKp5kg4/,2026-07-09T06:20:51.801Z
1260,GainzyPoo 45m Intraday LRAIC Indicator,FAIL,Download failed: CSV verification failed: 'Volume' column is missing or CSV is invalid.,SKIP,,2026-07-09T06:26:02.946Z
1261,RSI versus SMA (no repaint),OK,,OK,https://www.tradingview.com/v/wDLCPh1I/,2026-07-09T06:42:08.800Z
1262,VSA Volume,REJECTED,Null/empty/NaN value found in indicator columns at row 2,SKIP,,2026-07-09T06:45:17.723Z
1263,Fractal Support and Resistance [BigBeluga],FAIL,Download failed: CSV verification failed: 'Volume' column is missing or CSV is invalid.,SKIP,,2026-07-09T06:54:48.349Z
